request_number,department1,opened_date,request_closed,request_state,task_number,department2,task_status,task_closed,approval_status,complexity_risk
SR_Req_0917382,Procurement Operations Team,20/02/2023,23/02/2023,Closed Complete,,,,,,Low Risk
SR_Req_1044513,Procurement Operations Team,27/10/2023,1/11/2023,Closed Incomplete,,,,,,Low Risk
SR_Req_0932113,Finance Operations Team,15/03/2023,3/04/2023,Closed Complete,,,,,,Low Risk
SR_Req_1133949,Procurement Operations Team,8/05/2024,13/05/2024,Closed Complete,,,,,,Low Risk
SR_Req_1171131,Procurement Operations Team,19/07/2024,19/07/2024,Closed Complete,,,,,,Low Risk
SR_Req_1052634,Finance Operations Team,13/11/2023,20/11/2023,Closed Complete,,,,,,Low Risk
SR_Req_1008123,Finance Operations Team,15/08/2023,4/09/2023,Closed Complete,,,,,,Low Risk
SR_Req_1021550,Finance Operations Team,7/09/2023,13/09/2023,Closed Complete,,,,,,Low Risk
SR_Req_1146079,Finance Operations Team,3/06/2024,7/06/2024,Closed Complete,,,,,,Low Risk
SR_Req_1070759,Finance Operations Team,22/12/2023,4/01/2024,Closed Complete,,,,,,Low Risk
SR_Req_1025053,Finance Operations Team,14/09/2023,25/09/2023,Closed Complete,,,,,,Low Risk
SR_Req_0984467,Procurement Operations Team,5/07/2023,7/07/2023,Closed Complete,,,,,,Low Risk
SR_Req_1120448,Procurement Operations Team,11/04/2024,22/04/2024,Closed Incomplete,,,,,,Low Risk
SR_Req_1053272,Finance Operations Team,14/11/2023,13/12/2023,Closed Complete,,,,,,Low Risk
SR_Req_1092549,Finance Operations Team,19/02/2024,4/03/2024,Closed Complete,,,,,,Low Risk
SR_Req_0917985,Procurement Operations Team,21/02/2023,15/08/2023,Closed Incomplete,,,,,,Low Risk
SR_Req_1111080,Finance Operations Team,20/03/2024,28/03/2024,Closed Complete,,,,,,Low Risk
SR_Req_1026245,Procurement Operations Team,18/09/2023,28/09/2023,Closed Incomplete,,,,,,Low Risk
SR_Req_1010056,Procurement Operations Team,17/08/2023,21/08/2023,Closed Incomplete,,,,,,Low Risk
SR_Req_0991818,Procurement Operations Team,18/07/2023,19/07/2023,Closed Incomplete,,,,,,Low Risk
SR_Req_1179453,Procurement Operations Team,31/07/2024,1/08/2024,Closed Incomplete,,,,,,Low Risk
SR_Req_0956776,Finance Operations Team,10/05/2023,18/05/2023,Closed Complete,,,,,,Low Risk
SR_Req_1062316,Procurement Operations Team,1/12/2023,1/12/2023,Closed Skipped,,,,,,Low Risk
SR_Req_0980231,Finance Operations Team,28/06/2023,7/07/2023,Closed Complete,,,,,,Low Risk
SR_Req_1088534,Procurement Operations Team,10/02/2024,9/04/2024,Closed Incomplete,,,,,,Low Risk
SR_Req_1026591,Procurement Operations Team,19/09/2023,19/09/2023,Closed Complete,,,,,,Low Risk
SR_Req_1023244,Finance Operations Team,11/09/2023,18/09/2023,Closed Complete,,,,,,Low Risk
SR_Req_1064741,Finance Operations Team,8/12/2023,14/12/2023,Closed Complete,,,,,,Low Risk
SR_Req_1015381,Finance Operations Team,25/08/2023,31/08/2023,Closed Complete,,,,,,Low Risk
SR_Req_0919058,Procurement Operations Team,22/02/2023,24/02/2023,Closed Incomplete,,,,,,Low Risk
SR_Req_0943417,Finance Operations Team,6/04/2023,5/05/2023,Closed Complete,,,,,,Low Risk
SR_Req_1175464,Finance Operations Team,24/07/2024,19/08/2024,Closed Complete,,,,,,Low Risk
SR_Req_0971325,Finance Operations Team,8/06/2023,15/06/2023,Closed Complete,,,,,,Low Risk
SR_Req_1179291,Finance Operations Team,30/07/2024,16/08/2024,Closed Complete,,,,,,Low Risk
SR_Req_0937603,Finance Operations Team,27/03/2023,28/04/2023,Closed Complete,,,,,,Low Risk
SR_Req_0966519,Finance Operations Team,30/05/2023,2/06/2023,Closed Complete,,,,,,Low Risk
SR_Req_1056331,Procurement Operations Team,22/11/2023,5/12/2023,Closed Incomplete,,,,,,Low Risk
SR_Req_1108261,Finance Operations Team,14/03/2024,18/03/2024,Closed Complete,,,,,,Low Risk
SR_Req_1121010,Finance Operations Team,12/04/2024,24/04/2024,Closed Complete,,,,,,Low Risk
SR_Req_1178748,Finance Operations Team,30/07/2024,6/08/2024,Closed Complete,,,,,,Low Risk
SR_Req_0977921,Finance Operations Team,23/06/2023,7/07/2023,Closed Complete,,,,,,Low Risk
SR_Req_0962109,Finance Operations Team,22/05/2023,29/05/2023,Closed Complete,,,,,,Low Risk
SR_Req_1148670,Finance Operations Team,7/06/2024,24/06/2024,Closed Complete,,,,,,Low Risk
SR_Req_1035233,Finance Operations Team,6/10/2023,11/10/2023,Closed Complete,,,,,,Low Risk
SR_Req_1033632,Finance Operations Team,3/10/2023,9/10/2023,Closed Complete,,,,,,Low Risk
SR_Req_0976871,Finance Operations Team,21/06/2023,29/06/2023,Closed Complete,,,,,,Low Risk
SR_Req_1086864,Finance Operations Team,7/02/2024,9/02/2024,Closed Complete,,,,,,Low Risk
SR_Req_1150627,Procurement Operations Team,13/06/2024,25/06/2024,Closed Incomplete,,,,,,Low Risk
SR_Req_1092450,Finance Operations Team,19/02/2024,22/02/2024,Closed Complete,,,,,,Low Risk
SR_Req_1147100,Procurement Operations Team,4/06/2024,19/06/2024,Closed Incomplete,,,,,,Low Risk
SR_Req_1161357,Procurement Operations Team,2/07/2024,5/07/2024,Closed Complete,,,,,,Low Risk
SR_Req_1068692,Procurement Operations Team,18/12/2023,18/12/2023,Closed Skipped,,,,,,Low Risk
SR_Req_0934236,Finance Operations Team,20/03/2023,17/04/2023,Closed Complete,,,,,,Low Risk
SR_Req_0963586,Procurement Operations Team,25/05/2023,8/06/2023,Closed Incomplete,,,,,,Low Risk
SR_Req_1036839,Procurement Operations Team,10/10/2023,17/10/2023,Closed Incomplete,,,,,,Low Risk
SR_Req_0998320,Procurement Operations Team,26/07/2023,7/08/2023,Closed Incomplete,,,,,,Low Risk
SR_Req_1124059,Finance Operations Team,18/04/2024,22/05/2024,Closed Complete,,,,,,Low Risk
SR_Req_0931218,Finance Operations Team,14/03/2023,24/03/2023,Closed Complete,,,,,,Low Risk
SR_Req_1129505,Finance Operations Team,29/04/2024,6/05/2024,Closed Complete,,,,,,Low Risk
SR_Req_1054360,Procurement Operations Team,16/11/2023,22/11/2023,Closed Skipped,,,,,,Low Risk
SR_Req_0938716,Finance Operations Team,29/03/2023,15/05/2023,Closed Complete,,,,,,Low Risk
SR_Req_1022533,Finance Operations Team,10/09/2023,18/09/2023,Closed Complete,,,,,,Low Risk
SR_Req_0976440,Finance Operations Team,21/06/2023,26/06/2023,Closed Complete,,,,,,Low Risk
SR_Req_1008540,Procurement Operations Team,15/08/2023,6/09/2023,Closed Incomplete,,,,,,Low Risk
SR_Req_1123956,Finance Operations Team,18/04/2024,26/04/2024,Closed Complete,,,,,,Low Risk
SR_Req_0955662,Finance Operations Team,8/05/2023,2/06/2023,Closed Complete,,,,,,Low Risk
SR_Req_0934951,Finance Operations Team,21/03/2023,31/05/2023,Closed Complete,,,,,,Low Risk
SR_Req_1139325,Finance Operations Team,21/05/2024,24/05/2024,Closed Complete,,,,,,Low Risk
SR_Req_1163319,Finance Operations Team,5/07/2024,9/08/2024,Closed Incomplete,,,,,,Low Risk
SR_Req_0982653,Finance Operations Team,1/07/2023,7/07/2023,Closed Complete,,,,,,Low Risk
SR_Req_0922624,Finance Operations Team,27/02/2023,28/03/2023,Closed Complete,,,,,,Low Risk
SR_Req_1029400,Finance Operations Team,25/09/2023,9/10/2023,Closed Complete,,,,,,Low Risk
SR_Req_0935330,Finance Operations Team,22/03/2023,21/04/2023,Closed Complete,,,,,,Low Risk
SR_Req_1191076,Procurement Operations Team,19/08/2024,,Open,,,,,,Low Risk
SR_Req_1048140,Finance Operations Team,1/11/2023,8/11/2023,Closed Complete,,,,,,Low Risk
SR_Req_1149862,Finance Operations Team,12/06/2024,4/07/2024,Closed Complete,,,,,,Low Risk
SR_Req_1041603,Finance Operations Team,22/10/2023,8/11/2023,Closed Complete,,,,,,Low Risk
SR_Req_0960057,Procurement Operations Team,17/05/2023,18/05/2023,Closed Complete,,,,,,Low Risk
SR_Req_1016692,Finance Operations Team,28/08/2023,6/09/2023,Closed Complete,,,,,,Low Risk
SR_Req_1030395,Finance Operations Team,27/09/2023,5/10/2023,Closed Complete,,,,,,Low Risk
SR_Req_0960989,Finance Operations Team,18/05/2023,14/07/2023,Closed Incomplete,,,,,,Low Risk
SR_Req_0929768,Finance Operations Team,9/03/2023,31/05/2023,Closed Complete,,,,,,Low Risk
SR_Req_1064746,Finance Operations Team,8/12/2023,7/02/2024,Closed Complete,,,,,,Low Risk
SR_Req_1056763,Finance Operations Team,22/11/2023,29/11/2023,Closed Complete,,,,,,Low Risk
SR_Req_0945607,Finance Operations Team,17/04/2023,21/04/2023,Closed Complete,,,,,,Low Risk
SR_Req_1039623,Finance Operations Team,17/10/2023,20/10/2023,Closed Complete,,,,,,Low Risk
SR_Req_0938200,Procurement Operations Team,28/03/2023,4/04/2023,Closed Incomplete,,,,,,Low Risk
SR_Req_1094892,Finance Operations Team,23/02/2024,12/03/2024,Closed Complete,,,,,,Low Risk
SR_Req_1000489,Finance Operations Team,31/07/2023,3/08/2023,Closed Complete,,,,,,Low Risk
SR_Req_1177183,Finance Operations Team,27/07/2024,6/08/2024,Closed Complete,,,,,,Low Risk
SR_Req_0952877,Finance Operations Team,1/05/2023,16/05/2023,Closed Complete,,,,,,Low Risk
SR_Req_0933516,Finance Operations Team,18/03/2023,28/03/2023,Closed Complete,,,,,,Low Risk
SR_Req_1022369,Finance Operations Team,8/09/2023,18/09/2023,Closed Complete,,,,,,Low Risk
SR_Req_1164442,Procurement Operations Team,9/07/2024,9/07/2024,Closed Skipped,,,,,,Low Risk
SR_Req_1185047,Finance Operations Team,9/08/2024,16/08/2024,Closed Complete,,,,,,Low Risk
SR_Req_1054658,Finance Operations Team,17/11/2023,29/11/2023,Closed Complete,,,,,,Low Risk
SR_Req_1018891,Finance Operations Team,1/09/2023,11/09/2023,Closed Complete,,,,,,Low Risk
SR_Req_0993806,Finance Operations Team,20/07/2023,25/07/2023,Closed Complete,,,,,,Low Risk
SR_Req_1138194,Finance Operations Team,18/05/2024,24/05/2024,Closed Complete,,,,,,Low Risk
SR_Req_1065706,Finance Operations Team,11/12/2023,13/12/2023,Closed Complete,,,,,,Low Risk
SR_Req_0979598,Procurement Operations Team,27/06/2023,27/06/2023,Closed Incomplete,,,,,,Low Risk
SR_Req_1114357,Finance Operations Team,27/03/2024,4/04/2024,Closed Complete,,,,,,Low Risk
SR_Req_1033051,Procurement Operations Team,3/10/2023,9/10/2023,Closed Incomplete,,,,,,Low Risk
SR_Req_1151450,Finance Operations Team,16/06/2024,24/06/2024,Closed Complete,,,,,,Low Risk
SR_Req_0919126,Finance Operations Team,22/02/2023,22/05/2023,Closed Incomplete,,,,,,Low Risk
SR_Req_0930141,Procurement Operations Team,10/03/2023,10/03/2023,Closed Complete,,,,,,Low Risk
SR_Req_1168798,Finance Operations Team,16/07/2024,29/07/2024,Closed Complete,,,,,,Low Risk
SR_Req_1182078,Procurement Operations Team,5/08/2024,,Awaiting Customer Info,,,,,,Low Risk
SR_Req_0981043,Finance Operations Team,29/06/2023,14/07/2023,Closed Complete,,,,,,Low Risk
SR_Req_1051107,Finance Operations Team,9/11/2023,20/11/2023,Closed Complete,,,,,,Low Risk
SR_Req_1017688,Finance Operations Team,29/08/2023,8/09/2023,Closed Complete,,,,,,Low Risk
SR_Req_0951409,Finance Operations Team,27/04/2023,7/07/2023,Closed Complete,,,,,,Low Risk
SR_Req_1179778,Finance Operations Team,31/07/2024,5/08/2024,Closed Complete,,,,,,Low Risk
SR_Req_1024203,Finance Operations Team,13/09/2023,25/09/2023,Closed Complete,,,,,,Low Risk
SR_Req_1169413,Finance Operations Team,17/07/2024,26/07/2024,Closed Complete,,,,,,Low Risk
SR_Req_0937105,Finance Operations Team,27/03/2023,17/04/2023,Closed Complete,,,,,,Low Risk
SR_Req_1033229,Finance Operations Team,3/10/2023,2/11/2023,Closed Complete,,,,,,Low Risk
SR_Req_1049183,Finance Operations Team,3/11/2023,8/11/2023,Closed Complete,,,,,,Low Risk
SR_Req_1089220,Procurement Operations Team,12/02/2024,23/02/2024,Closed Incomplete,,,,,,Low Risk
SR_Req_1105278,Finance Operations Team,8/03/2024,20/03/2024,Closed Complete,,,,,,Low Risk
SR_Req_1123148,Finance Operations Team,17/04/2024,9/05/2024,Closed Complete,,,,,,Low Risk
SR_Req_1026450,Procurement Operations Team,19/09/2023,3/10/2023,Closed Incomplete,,,,,,Low Risk
SR_Req_1048429,Finance Operations Team,2/11/2023,8/11/2023,Closed Complete,,,,,,Low Risk
SR_Req_1022916,Finance Operations Team,11/09/2023,10/10/2023,Closed Complete,,,,,,Low Risk
SR_Req_1123142,Procurement Operations Team,17/04/2024,19/04/2024,Closed Skipped,,,,,,Low Risk
SR_Req_1026326,Finance Operations Team,18/09/2023,22/09/2023,Closed Complete,,,,,,Low Risk
SR_Req_1014264,Finance Operations Team,23/08/2023,9/10/2023,Closed Incomplete,,,,,,Low Risk
SR_Req_1010460,Finance Operations Team,18/08/2023,30/08/2023,Closed Complete,,,,,,Low Risk
SR_Req_1040661,Finance Operations Team,19/10/2023,30/10/2023,Closed Complete,,,,,,Low Risk
SR_Req_1028749,Procurement Operations Team,22/09/2023,25/09/2023,Closed Complete,,,,,,Low Risk
SR_Req_1124865,Finance Operations Team,22/04/2024,6/05/2024,Closed Complete,,,,,,Low Risk
SR_Req_1018919,Finance Operations Team,1/09/2023,7/09/2023,Closed Complete,,,,,,Low Risk
SR_Req_1110379,Procurement Operations Team,19/03/2024,19/03/2024,Closed Skipped,,,,,,Low Risk
SR_Req_1178626,Finance Operations Team,30/07/2024,30/07/2024,Closed Complete,,,,,,Low Risk
SR_Req_1162817,Finance Operations Team,5/07/2024,30/07/2024,Closed Incomplete,,,,,,Low Risk
SR_Req_1032540,Finance Operations Team,2/10/2023,13/10/2023,Closed Complete,,,,,,Low Risk
SR_Req_0946275,Finance Operations Team,18/04/2023,29/05/2023,Closed Incomplete,,,,,,Low Risk
SR_Req_1016534,Finance Operations Team,27/08/2023,15/09/2023,Closed Complete,,,,,,Low Risk
SR_Req_0958479,Finance Operations Team,13/05/2023,29/05/2023,Closed Complete,,,,,,Low Risk
SR_Req_1136610,Finance Operations Team,15/05/2024,24/05/2024,Closed Complete,,,,,,Low Risk
SR_Req_1108938,Finance Operations Team,15/03/2024,25/03/2024,Closed Complete,,,,,,Low Risk
SR_Req_1100442,Finance Operations Team,29/02/2024,6/05/2024,Closed Complete,,,,,,Low Risk
SR_Req_1030080,Finance Operations Team,26/09/2023,12/10/2023,Closed Complete,,,,,,Low Risk
SR_Req_1118030,Finance Operations Team,5/04/2024,9/04/2024,Closed Complete,,,,,,Low Risk
SR_Req_1076175,Procurement Operations Team,16/01/2024,16/01/2024,Closed Skipped,,,,,,Low Risk
SR_Req_1040407,Finance Operations Team,18/10/2023,30/10/2023,Closed Complete,,,,,,Low Risk
SR_Req_1024232,Finance Operations Team,13/09/2023,25/09/2023,Closed Complete,,,,,,Low Risk
SR_Req_1181340,Finance Operations Team,2/08/2024,15/08/2024,Closed Complete,,,,,,Low Risk
SR_Req_0916984,Procurement Operations Team,20/02/2023,3/03/2023,Closed Complete,,,,,,Low Risk
SR_Req_1032264,Finance Operations Team,29/09/2023,5/10/2023,Closed Complete,,,,,,Low Risk
SR_Req_0939647,Procurement Operations Team,30/03/2023,30/03/2023,Closed Complete,,,,,,Low Risk
SR_Req_1113818,Finance Operations Team,26/03/2024,15/04/2024,Closed Complete,,,,,,Low Risk
SR_Req_1058775,Finance Operations Team,28/11/2023,5/12/2023,Closed Complete,,,,,,Low Risk
SR_Req_0951378,Finance Operations Team,27/04/2023,16/05/2023,Closed Complete,,,,,,Low Risk
SR_Req_1020698,Finance Operations Team,5/09/2023,14/09/2023,Closed Complete,,,,,,Low Risk
SR_Req_1082602,Finance Operations Team,30/01/2024,16/02/2024,Closed Complete,,,,,,Low Risk
SR_Req_1019312,Procurement Operations Team,3/09/2023,5/09/2023,Closed Skipped,,,,,,Low Risk
SR_Req_1029001,Finance Operations Team,25/09/2023,2/10/2023,Closed Complete,,,,,,Low Risk
SR_Req_0955440,Finance Operations Team,7/05/2023,31/05/2023,Closed Complete,,,,,,Low Risk
SR_Req_1018793,Finance Operations Team,31/08/2023,22/09/2023,Closed Complete,,,,,,Low Risk
SR_Req_1010038,,17/08/2023,,Open,,,,,,Low Risk
SR_Req_1038402,Finance Operations Team,13/10/2023,27/10/2023,Closed Complete,,,,,,Low Risk
SR_Req_1076167,Finance Operations Team,16/01/2024,25/01/2024,Closed Complete,,,,,,Low Risk
SR_Req_1117515,Finance Operations Team,4/04/2024,15/04/2024,Closed Complete,,,,,,Low Risk
SR_Req_0918484,Procurement Operations Team,21/02/2023,22/02/2023,Closed Complete,,,,,,Low Risk
SR_Req_0919102,Procurement Operations Team,22/02/2023,3/03/2023,Closed Complete,,,,,,Low Risk
SR_Req_0917058,Procurement Operations Team,20/02/2023,15/08/2023,Closed Incomplete,,,,,,Low Risk
SR_Req_1022858,Finance Operations Team,11/09/2023,5/10/2023,Closed Complete,,,,,,Low Risk
SR_Req_1050544,Finance Operations Team,8/11/2023,13/11/2023,Closed Complete,,,,,,Low Risk
SR_Req_0982641,Procurement Operations Team,1/07/2023,25/07/2023,Closed Incomplete,,,,,,Low Risk
SR_Req_1108878,Finance Operations Team,15/03/2024,30/05/2024,Closed Complete,,,,,,Low Risk
SR_Req_1022516,Finance Operations Team,9/09/2023,14/09/2023,Closed Complete,,,,,,Low Risk
SR_Req_1026294,Finance Operations Team,18/09/2023,22/09/2023,Closed Complete,,,,,,Low Risk
SR_Req_1145409,Finance Operations Team,31/05/2024,11/06/2024,Closed Complete,,,,,,Low Risk
SR_Req_1033341,Finance Operations Team,3/10/2023,11/10/2023,Closed Complete,,,,,,Low Risk
SR_Req_1018964,Finance Operations Team,1/09/2023,11/09/2023,Closed Complete,,,,,,Low Risk
SR_Req_1086745,Finance Operations Team,7/02/2024,22/02/2024,Closed Complete,,,,,,Low Risk
SR_Req_1004078,Finance Operations Team,7/08/2023,18/08/2023,Closed Complete,,,,,,Low Risk
SR_Req_1136026,Finance Operations Team,14/05/2024,24/05/2024,Closed Complete,,,,,,Low Risk
SR_Req_0984201,Finance Operations Team,4/07/2023,22/08/2023,Closed Complete,,,,,,Low Risk
SR_Req_0977583,Finance Operations Team,22/06/2023,17/07/2023,Closed Complete,,,,,,Low Risk
SR_Req_1068049,Procurement Operations Team,14/12/2023,18/12/2023,Closed Complete,,,,,,Low Risk
SR_Req_0950821,Finance Operations Team,26/04/2023,29/05/2023,Closed Complete,,,,,,Low Risk
SR_Req_1051691,Finance Operations Team,10/11/2023,15/11/2023,Closed Complete,,,,,,Low Risk
SR_Req_1058741,Finance Operations Team,28/11/2023,4/12/2023,Closed Complete,,,,,,Low Risk
SR_Req_1149937,Finance Operations Team,12/06/2024,3/07/2024,Closed Complete,,,,,,Low Risk
SR_Req_1047394,Finance Operations Team,31/10/2023,8/11/2023,Closed Complete,,,,,,Low Risk
SR_Req_1039959,Finance Operations Team,17/10/2023,24/10/2023,Closed Complete,,,,,,Low Risk
SR_Req_0941030,Finance Operations Team,31/03/2023,14/04/2023,Closed Complete,,,,,,Low Risk
SR_Req_1022330,Finance Operations Team,8/09/2023,5/10/2023,Closed Complete,,,,,,Low Risk
SR_Req_0969291,Finance Operations Team,5/06/2023,20/06/2023,Closed Complete,,,,,,Low Risk
SR_Req_1161118,Finance Operations Team,2/07/2024,10/07/2024,Closed Complete,,,,,,Low Risk
SR_Req_1147217,Finance Operations Team,5/06/2024,1/07/2024,Closed Complete,,,,,,Low Risk
SR_Req_1014487,Procurement Operations Team,24/08/2023,29/08/2023,Closed Complete,,,,,,Low Risk
SR_Req_1008283,Finance Operations Team,15/08/2023,25/08/2023,Closed Complete,,,,,,Low Risk
SR_Req_1188924,Finance Operations Team,16/08/2024,,Awaiting Customer Info,,,,,,Low Risk
SR_Req_1155654,Finance Operations Team,24/06/2024,8/07/2024,Closed Complete,,,,,,Low Risk
SR_Req_1086972,Finance Operations Team,7/02/2024,14/02/2024,Closed Complete,,,,,,Low Risk
SR_Req_1063497,Finance Operations Team,5/12/2023,13/12/2023,Closed Complete,,,,,,Low Risk
SR_Req_0963081,Procurement Operations Team,24/05/2023,24/05/2023,Closed Complete,,,,,,Low Risk
SR_Req_1133482,Finance Operations Team,8/05/2024,16/05/2024,Closed Complete,,,,,,Low Risk
SR_Req_1149471,Finance Operations Team,11/06/2024,3/07/2024,Closed Complete,,,,,,Low Risk
SR_Req_0954883,Finance Operations Team,5/05/2023,12/05/2023,Closed Complete,,,,,,Low Risk
SR_Req_0947330,Finance Operations Team,20/04/2023,12/05/2023,Closed Complete,,,,,,Low Risk
SR_Req_0917215,Procurement Operations Team,20/02/2023,21/02/2023,Closed Complete,,,,,,Low Risk
